Index,X,Y,Z,Timestamp
0,0.00034634146341463377,0.0001447154471544748,0.001200000000000001,0.0
1,-0.015564024390243902,-0.006891666666666656,0.01170000000000001,0.033
2,-0.027142174796747968,-0.006746951219512181,0.012900000000000012,0.066
3,-0.03275807926829268,-0.010192784552845509,0.01636842105263159,0.099
4,-0.03241173780487805,-0.010048069105691034,0.01886842105263158,0.132
5,-0.04292210365853658,-0.008644629455909892,0.021368421052631568,0.165
6,-0.05115020121951219,-0.005296966854283872,0.019347587719298225,0.198
7,-0.0593782987804878,0.0005278403168647739,0.01732675438596488,0.231
8,-0.06760639634146341,0.00635264748801342,0.015305921052631536,0.264
9,-0.07583449390243903,0.012657457786116403,0.007201754385964841,0.29700000000000004
10,-0.07931693894911172,0.01848226495726505,-0.0009024122807018541,0.33
11,-0.08220237318663166,0.02155480334931564,-0.006457967836257396,0.363
12,-0.08488225123541214,0.01870894057293086,0.0002242751543968342,0.396
13,-0.08286601020241358,0.01479384572198237,0.006199275154396848,0.42900000000000005
14,-0.08043657202743482,0.01087875087103388,0.012174275154396862,0.462
15,-0.07800713385245606,0.0069636560200853894,0.018149275154396877,0.495
16,-0.07599089281945749,0.006373120890853499,0.020119424408128212,0.528
17,-0.07682739408102184,0.0064549599713132665,0.020140257741461533,0.561
18,-0.08437442536951656,0.006536799051773034,0.020147154293185667,0.5940000000000001
19,-0.09192145665801128,0.012127358202262507,0.0201540508449098,0.627
20,-0.099468487946506,0.01771791735275198,0.020174884178243122,0.66
21,-0.10701551923500073,0.02330847650324145,0.024262475419119047,0.6930000000000001
22,-0.11456255052349545,0.02420793647594337,0.028350066659994972,0.726
23,-0.12106520524392023,0.029798495626432844,0.03243765790087089,0.759
24,-0.13046032719513972,0.03140619210339762,0.03652524914174682,0.792
25,-0.1414058358209577,0.03691759404668537,0.0401919158084135,0.8250000000000001
26,-0.1508009577721772,0.0414820052714428,0.04385858247508018,0.8580000000000001
27,-0.15790061683328394,0.04604641649620023,0.047525249141746856,0.891
28,-0.1688461254591019,0.04765411297316501,0.04565568392435555,0.924
29,-0.17752141001194743,0.04825021053414062,0.04378611870696425,0.9570000000000001
30,-0.18462106907305417,0.04884630809511623,0.048373618706964244,0.99
31,-0.19007182820715152,0.04403371511812263,0.04650405348957294,1.0230000000000001
32,-0.19874711275999704,0.04069429067625916,0.04759929158481103,1.056
33,-0.20742239731284257,0.03889078848739112,0.048694529680049115,1.089
34,-0.21363774690633852,0.037087286298523085,0.04815452968004913,1.122
35,-0.22218876629345546,0.03528378410965505,0.044277606603126046,1.155
36,-0.23358729513588675,0.03348028192078701,0.04116785050556508,1.1880000000000002
